"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","latentmean","latentsd"
1956,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0979224313299333,0.48044772729176
1957,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0347668475989359,0.465804620914378
1958,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.0432720928606892,0.452087092527317
1959,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0677358817802782,0.440484589151236
1960,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.109164148550411,0.429976294393356
1961,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.167486451517009,0.419298472143229
1962,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.17721929944576,0.410984644105197
1963,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.207512810240838,0.402272305185461
1964,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.260262523243674,0.394829780411557
1965,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.269183398148664,0.387306792107177
1966,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.304607565750012,0.381516094267292
1967,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.300202220997065,0.378972699816053
1968,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.251944455544734,0.380897589353311
1969,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.22940310372544,0.379781944899536
1970,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.228231463532411,0.375922439683655
1971,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.249581349943504,0.36850991748753
1972,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.294807688819402,0.35667416163401
1973,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.365864926372298,0.339225268469888
1974,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.467571461290017,0.315072087660493
1975,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.611400468979721,0.282811212031407
1976,NA,41,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.81551501334861,0.23290069375608
1977,NA,41,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,-0.941132443987197,0.22359739127916
1978,NA,41,NA,NA,NA,NA,4,2,NA,NA,0,0,0,0,NA,-0.905045758825304,0.22396543409853
1979,NA,41,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.894527198495705,0.220697030204721
1980,NA,41,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,-0.888634623719678,0.219684345750252
1981,323,41,2,1,1,1,3,3,NA,NA,0,0,0,0,NA,-0.740329399834844,0.201605464297664
1982,323,41,2,1,1,1,3,2,NA,NA,0,0,0,0,NA,-0.614343743297146,0.198759307806285
1983,323,41,2,1,1,1,3,3,NA,NA,0,0,0,NA,NA,-0.679728919067907,0.198623837368302
1984,323,41,2,1,0,0,3,3,NA,NA,0,0,0,NA,NA,-0.757800126326684,0.199429393423576
1985,323,41,2,1,1,1,3,3,3,NA,0,0,0,NA,NA,-0.758117858528067,0.193952613731231
1986,323,41,1,1,1,0,3,2,2,NA,0,1,0,NA,NA,-0.904549718489682,0.198772913040289
1987,323,41,0,0,0,0,5,3,3,NA,0,0,0,NA,NA,-1.10570398140969,0.206009452719859
1988,323,41,1,1,1,0,4,3,3,NA,0,NA,0,NA,NA,-1.07655565869283,0.206163828887256
1989,323,41,2,1,1,0,3,3,3,NA,0,NA,NA,NA,0,-1.02337990811122,0.205953872339989
1990,323,41,2,0,0,0,4,4,4,NA,0,NA,NA,NA,0,-1.27537774687033,0.213933718635793
1991,323,41,2,0,0,1,4,5,3,NA,0,NA,NA,NA,1,-1.42946986126283,0.223477999191146
1992,323,41,0,0,0,0,4,4,4,NA,0,NA,NA,NA,0,-1.45986832543124,0.214505488321719
1993,323,41,0,0,0,0,4,4,4,NA,0,NA,NA,NA,1,-1.43824039970445,0.214177802680717
1994,323,41,0,0,0,0,5,4,5,NA,0,NA,NA,NA,1,-1.2487457685952,0.217078169004155
1995,323,41,2,2,2,0,2,3,2,NA,0,NA,NA,NA,0,-0.537002055830853,0.211158875193225
1996,323,41,2,1,1,1,3,3,4,2,0,NA,NA,NA,0,-0.409862491869455,0.20165665017011
1997,323,41,2,1,2,0,2,3,4,4,0,NA,NA,NA,0,-0.34650559966525,0.207820137230539
1998,323,41,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,-0.424069955636721,0.206061237106997
1999,323,41,1,1,0,0,3,3,4,NA,0,NA,NA,NA,0,-0.45500965572676,0.209443249437109
2000,323,41,2,2,1,0,4,3,NA,4,0,NA,NA,NA,0,-0.343261458304291,0.214808139936028
2001,323,41,2,1,1,0,3,3,NA,4,0,NA,NA,NA,0,-0.332725602079187,0.208793463182154
2002,323,41,1,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,-0.438255424262643,0.210758765506626
2003,323,41,1,1,0,0,3,3,NA,4,0,NA,NA,NA,0,-0.560873193778771,0.213288023638217
2004,323,41,1,0,1,0,5,4,NA,4,0,NA,NA,NA,0,-0.823332398170845,0.22403514995748
2005,323,41,1,1,0,0,4,4,NA,1,0,NA,NA,NA,1,-0.739648053155099,0.222686786596321
2006,323,41,2,1,0,1,4,3,NA,NA,0,NA,NA,NA,0,-0.323108243201696,0.221981894285438
2007,323,41,2,1,1,1,4,3,NA,NA,0,NA,NA,NA,0,0.00196549841787323,0.227529537559924
2008,323,41,2,1,1,1,2,3,NA,NA,0,NA,NA,NA,0,0.329551884782387,0.219180390612789
2009,323,41,2,1,1,1,3,2,NA,NA,0,NA,NA,NA,0,0.498266953328932,0.218692979593172
2010,323,41,2,1,2,1,2,3,NA,NA,0,NA,NA,NA,0,0.512230432817776,0.222607649637175
2011,323,41,1,1,2,0,1,3,NA,NA,0,NA,NA,NA,0,0.40025053787271,0.241632253909603
2012,NA,41,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,0.244114963680378,0.270034627740546
2013,NA,41,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,0,0.193329149565948,0.327120224318229
1949,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.494561207704142,0.633719836478267
1950,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.522286676475448,0.626741005597259
1951,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.543579700516676,0.624515494375546
1952,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.560316937954915,0.619082764700602
1953,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.570681515586218,0.615834669735969
1954,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.574433036498464,0.614069319288376
1955,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.574444335962514,0.611965261497858
1956,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.567283542956379,0.608731408659418
1957,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.555627827051031,0.603041161498679
1958,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.540278182921497,0.59782518790259
1959,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.518296615225329,0.593089343530931
1960,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.490506478544548,0.585574927949853
1961,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.457560718197499,0.577929947935568
1962,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.419718109229791,0.568931896683125
1963,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.372695732998617,0.559843252867786
1964,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.32142830163104,0.550109032774859
1965,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.260757796116211,0.53973085738022
1966,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.261106773539905,0.528275987565391
1967,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.25143886874234,0.51592382748546
1968,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.232769631943928,0.503841760683216
1969,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.206167800601556,0.490435959732842
1970,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.170791608654908,0.475056271235125
1971,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.125832057155644,0.456223702081397
1972,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0712702902252573,0.435449451825525
1973,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.00476436724170005,0.40803272676643
1974,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0723178656867278,0.375188436439839
1975,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.163512025780453,0.330643356985905
1976,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.272098035433823,0.261763813244248
1977,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.276751161432158,0.240103541761001
1978,NA,42,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,-0.189371922890392,0.24144627982465
1979,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.201800272228623,0.241157577768417
1980,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.130180199730625,0.236021180333951
1981,254,42,2,2,1,2,NA,2,NA,NA,0,0,0,0,NA,0.0298300338774995,0.231996930799194
1982,254,42,2,1,2,1,NA,2,NA,NA,0,0,0,0,NA,0.104547819912091,0.23552752344411
1983,254,42,2,2,2,1,NA,1,NA,NA,0,0,0,NA,NA,0.296960031821482,0.234300957843413
1984,254,42,2,2,1,1,3,2,NA,NA,0,0,0,NA,NA,0.231330395275263,0.223719968004601
1985,254,42,2,2,2,1,NA,1,2,NA,0,0,0,NA,NA,0.373562296364956,0.226544547844775
1986,254,42,2,1,2,1,3,2,2,NA,0,0,0,NA,NA,0.190268764892988,0.219171455767958
1987,254,42,2,2,1,1,3,2,2,NA,0,0,0,NA,NA,0.230736558764007,0.215670234585029
1988,254,42,2,2,2,2,3,2,2,NA,0,NA,0,NA,NA,0.335306594123021,0.220077681826663
1989,254,42,2,2,2,1,2,2,2,NA,0,NA,NA,NA,0,0.375037606555933,0.219795927837268
1990,254,42,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,0.277382978423802,0.208678576706399
1991,254,42,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,0.180265620241052,0.205425428781048
1992,254,42,2,1,1,0,2,2,4,NA,0,NA,NA,NA,0,0.119359494342681,0.205404701746809
1993,254,42,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,0.183495545441804,0.202251226250921
1994,254,42,1,1,0,0,2,2,2,NA,0,NA,NA,NA,0,0.0768721168641711,0.206445526071007
1995,254,42,2,1,0,1,2,2,2,NA,0,NA,NA,NA,0,0.0211720913442318,0.205474859009956
1996,254,42,2,0,1,1,3,3,4,NA,0,NA,NA,NA,0,-0.272246956100869,0.205545050220501
1997,254,42,2,0,1,1,3,3,3,1,0,NA,NA,NA,0,-0.303240212099468,0.206514025088496
1998,254,42,2,0,0,0,3,3,3,NA,0,NA,NA,NA,0,-0.357615903240987,0.209739963036272
1999,254,42,2,0,2,0,3,3,3,NA,0,NA,NA,NA,0,-0.27008695490774,0.216084454547717
2000,254,42,2,0,2,0,2,3,NA,6,0,NA,NA,NA,0,-0.170496672038103,0.219036192111349
2001,254,42,2,0,2,0,3,3,NA,NA,0,NA,NA,NA,0,-0.129614924058171,0.21864217561989
2002,254,42,2,0,2,1,2,3,NA,1,0,NA,NA,NA,0,0.0338116574832981,0.224871806327345
2003,254,42,2,0,2,0,3,3,NA,1,0,NA,NA,NA,0,-0.00492130746561817,0.225716463619748
2004,254,42,2,0,2,0,2,3,NA,2,0,NA,NA,NA,0,0.0126775430908927,0.225658687878609
2005,254,42,2,0,2,0,3,3,NA,1,0,NA,NA,NA,0,-0.0719426907111579,0.225712179923324
2006,254,42,2,0,1,0,3,3,NA,NA,0,NA,NA,NA,0,-0.17168565384443,0.225698281823005
2007,254,42,2,0,2,0,3,3,NA,NA,0,NA,NA,NA,0,-0.272229973643806,0.225011355206823
2008,254,42,2,0,2,0,4,4,NA,NA,0,NA,NA,NA,0,-0.502114119637589,0.222246503716527
2009,254,42,2,0,2,0,4,4,NA,NA,0,NA,NA,NA,0,-0.560911709177878,0.223202374233279
2010,254,42,2,0,2,0,3,4,NA,NA,0,NA,NA,NA,0,-0.484975537084071,0.226076513240539
2011,254,42,2,0,2,0,3,4,NA,NA,0,NA,NA,NA,0,-0.421193514274948,0.235317707759068
2012,NA,42,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,-0.27492796904726,0.267737645737608
2013,NA,42,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,0,-0.221765893245713,0.325520106911269
1962,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.384749212736504,0.590747388969204
1963,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.404337247031568,0.58267677936498
1964,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.415408250779586,0.575138395632276
1965,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.418764188479714,0.56609158662786
1966,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.417867269936981,0.556841543659452
1967,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.409789698705765,0.549116343378693
1968,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.394543703829085,0.536419646589492
1969,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.372579236844409,0.523997839381484
1970,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.346272015117372,0.508924321187243
1971,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.310844643095958,0.489499626569745
1972,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.271254473562856,0.464570335190196
1973,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.220683188757627,0.435377038362303
1974,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.165584067402713,0.398157054479731
1975,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.102473038171226,0.3454608133669
1976,NA,51,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,0.0287328763995284,0.26677875323488
1977,NA,51,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,0.032694708730946,0.249052469733453
1978,NA,51,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,0.0780658703568927,0.261302374829118
1979,NA,51,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,0.245490972455831,0.265517375771312
1980,NA,51,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,0.506000517976885,0.266490863551518
1981,356,51,2,2,2,1,NA,1,NA,NA,0,0,0,0,NA,0.645821471299472,0.256497496651566
1982,356,51,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,0.732778732822945,0.251149101175531
1983,356,51,1,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,0.595850610199749,0.243224189497834
1984,356,51,2,1,2,1,2,2,NA,NA,0,0,0,NA,NA,0.359860523061848,0.225995666294319
1985,356,51,2,1,2,1,2,2,2,NA,0,0,0,NA,NA,0.276020695932663,0.21723320304054
1986,356,51,2,2,2,1,2,2,3,NA,0,0,0,NA,NA,0.261914606740229,0.219386702442896
1987,356,51,2,1,1,1,1,2,3,NA,0,0,0,NA,NA,0.2420860185911,0.221170169537156
1988,356,51,2,2,2,1,3,2,3,NA,0,NA,0,NA,NA,0.189228126724391,0.217749432368234
1989,356,51,2,2,2,1,2,2,3,NA,0,NA,NA,NA,0,0.209562481353499,0.220074378541021
1990,356,51,2,1,2,1,2,2,4,NA,0,NA,NA,NA,0,0.101601012161327,0.213590392446292
1991,356,51,2,2,2,0,1,3,4,NA,0,NA,NA,NA,0,-0.0621670070974213,0.220454509254096
1992,356,51,2,1,2,0,3,3,4,NA,0,NA,NA,NA,0,-0.237068720980571,0.209904247547353
1993,356,51,2,1,1,0,2,3,4,NA,0,NA,NA,NA,0,-0.19317278025874,0.206807035084428
1994,356,51,2,1,2,0,1,3,3,NA,0,NA,NA,NA,0,-0.0519558055385632,0.211772358189649
1995,356,51,2,1,2,0,3,3,2,NA,0,NA,NA,NA,0,0.0279328406248988,0.209835742777442
1996,356,51,2,1,2,1,1,2,2,NA,0,NA,NA,NA,0,0.338412678615179,0.218181502129657
1997,356,51,2,1,2,1,2,2,2,NA,0,NA,NA,NA,0,0.367425729189619,0.213627743076278
1998,356,51,2,1,2,1,3,3,2,NA,0,NA,NA,NA,0,0.193988479773877,0.210719506009352
1999,356,51,2,1,2,1,3,3,3,NA,0,NA,NA,NA,0,0.126303780624291,0.210238386795008
2000,356,51,2,2,2,1,3,3,NA,5,0,NA,NA,NA,0,0.11317825420544,0.212349529015691
2001,356,51,2,1,2,1,4,3,NA,5,0,NA,NA,NA,0,-0.0147705203301927,0.217921306757992
2002,356,51,2,1,2,1,3,3,NA,6,0,NA,NA,NA,0,-0.0357320497669982,0.219018835661331
2003,356,51,2,0,2,1,4,3,NA,3,0,NA,NA,NA,0,-0.0941183258845073,0.229456629042311
2004,356,51,1,0,2,1,3,3,NA,4,0,NA,NA,NA,0,-0.0789761056586762,0.224469112289596
2005,356,51,2,0,2,1,3,3,NA,4,0,NA,NA,NA,0,0.0214995243390277,0.225164833538796
2006,356,51,2,0,2,1,3,3,NA,NA,0,NA,NA,NA,0,0.0755344647189936,0.233149526431732
2007,356,51,2,0,2,1,3,3,NA,NA,0,NA,NA,NA,0,0.0489263123899831,0.233521775168966
2008,356,51,2,0,2,1,4,3,NA,NA,0,NA,NA,NA,0,-0.073346223638758,0.230531116726031
2009,356,51,2,0,2,1,4,3,NA,NA,0,NA,NA,NA,0,-0.176438254268988,0.22745566918814
2010,356,51,2,0,1,1,4,4,NA,NA,0,NA,NA,NA,0,-0.330064941037984,0.227689650817798
2011,356,51,2,0,2,1,3,4,NA,NA,0,NA,NA,NA,0,-0.270705848552833,0.240946944045818
2012,NA,51,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,-0.181506652211265,0.271989376009128
2013,NA,51,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,0,-0.148384873765797,0.329918954730982
1962,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.790543375075813,0.674618533867009
1963,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.841732464735173,0.672627636313492
1964,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.888923335748119,0.67032794973536
1965,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.934360473713266,0.666468913481471
1966,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.974294880043106,0.663343821346566
1967,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.01348257952552,0.657194716250665
1968,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.0477116664509,0.650926888369138
1969,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.08159332502735,0.639717362972858
1970,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.11458052180105,0.624693324095025
1971,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.1433505912794,0.609185692333448
1972,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.17106461945556,0.588852146976057
1973,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.19489696470954,0.563463894103195
1974,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.21777335953192,0.532556978061255
1975,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.24190555840432,0.493921312410148
1976,NA,52,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,1.26173739243483,0.444650249652561
1977,NA,52,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,1.24429766260029,0.410241648850856
1978,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.12646808699176,0.404351715574972
1979,NA,52,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,1.00972318818011,0.378377264662694
1980,NA,52,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.15661568522985,0.367339665114477
1981,635,52,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,1.2803355410566,0.351640359838284
1982,635,52,2,2,2,1,NA,1,NA,NA,0,0,0,0,NA,1.34053927025743,0.339297829592482
1983,635,52,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,1.46910132262144,0.335293797080629
1984,635,52,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,1.53724819926441,0.325804341984079
1985,635,52,2,2,2,1,1,1,NA,NA,0,0,0,NA,NA,1.54143496779956,0.302692510000986
1986,635,52,2,2,2,2,1,1,NA,NA,0,0,0,NA,NA,1.57429642551066,0.289546878175924
1987,635,52,2,2,2,2,1,1,NA,NA,0,0,0,NA,NA,1.49758584730852,0.271733964155505
1988,635,52,2,2,2,1,2,1,NA,NA,0,NA,0,NA,NA,1.22401880728229,0.252641328309811
1989,635,52,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,1.03317329627697,0.236361481674098
1990,635,52,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,0.597466078238596,0.221960708765824
1991,635,52,1,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.445922377855603,0.218395460853328
1992,635,52,2,1,2,1,1,2,NA,NA,0,NA,NA,NA,0,0.54714940869161,0.218855705084738
1993,635,52,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.581993782627159,0.216308609340378
1994,635,52,2,2,1,0,1,2,NA,NA,0,NA,NA,NA,0,0.734672167335039,0.225952335374302
1995,635,52,2,1,2,0,2,1,NA,1,0,NA,NA,NA,0,0.913849049977164,0.229014944884581
1996,635,52,2,2,2,1,1,2,NA,1,0,NA,NA,NA,0,1.12834570536458,0.234022718956189
1997,635,52,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,1.39275968232656,0.241303314823512
1998,635,52,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,1.52597132501627,0.245952660818738
1999,635,52,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,1.53659119773397,0.245294905471615
2000,635,52,2,2,2,2,2,1,NA,3,0,NA,NA,NA,0,1.53879722491445,0.247802886068501
2001,635,52,2,2,2,1,2,1,NA,3,0,NA,NA,NA,0,1.43081659651695,0.242431975506284
2002,635,52,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,1.22061605007189,0.244293931478634
2003,635,52,2,1,2,1,2,2,NA,3,0,NA,NA,NA,0,1.00261683808421,0.232508805235499
2004,635,52,2,1,2,1,3,2,NA,3,0,NA,NA,NA,0,0.789718404062432,0.225927434860115
2005,635,52,2,1,2,1,3,3,NA,3,0,NA,NA,NA,0,0.668022994979006,0.221077323160766
2006,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,0.814415965403273,0.218379938167898
2007,635,52,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,0.894431611933096,0.220999054765083
2008,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,0.865241531958882,0.225516226557216
2009,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,0.86564328206446,0.22497443501505
2010,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,0.884777483170293,0.228923529868725
2011,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,0.933140296311304,0.23532535809094
2012,NA,52,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,1.00941457761112,0.264977742198371
2013,NA,52,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.03491291515047,0.324402495454928
1966,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.22723787849326,0.741741663703376
1967,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.31091716188423,0.747817250428028
1968,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.39596007874045,0.752345063643972
1969,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.47815823388365,0.754502119653817
1970,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.55701618035911,0.755095730120242
1971,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.63409271572811,0.754644983604922
1972,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.71230713437378,0.752804457245326
1973,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.78969842015769,0.749200343268333
1974,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.86497121143457,0.743123233967901
1975,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.93987485872945,0.734981713128428
1976,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.01575309758322,0.722410238073298
1977,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.08964147067149,0.709788253271516
1978,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,2.16253702727802,0.693678372178047
1979,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,2.23309199191796,0.674264842383291
1980,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,2.29975578937418,0.656297701364614
1981,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,2.36578804569884,0.635698238778876
1982,NA,53,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,2.43164051289391,0.611354036881659
1983,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,2.47573971202345,0.599354210812257
1984,NA,53,NA,NA,NA,NA,1,1,NA,NA,0,0,0,NA,NA,2.52161968087771,0.584862972137563
